,StateName,FullName
SADD,Alaska,Falcon Lake Strip
SADD,Alaska,Anchor River Airpark
SADD,Alaska,Lowell Field
SADD,Alaska,Angoon
SADD,Alaska,Aniak
SADD,Alaska,Annette Island
SADD,Alaska,Tamgas Harbor
SADD,Alaska,Anvik
SADD,Alaska,Anvik
SADD,Alaska,Arctic Village
SADD,Alaska,Atka
SADD,Alaska,Atmautluak
SADD,Alaska,Atqasuk Edward Burnell Sr Memorial
SADD,Alaska,Casco Cove Cgs
SADD,Alaska,Warm Spring Bay
SADD,Alaska,Wiley Post-Will Rogers Memorial
SADD,Alaska,Barter Island Lrrs
SADD,Alaska,Bartlett Cove
SADD,Alaska,Basin Creek
SADD,Alaska,Bear Creek 1
SADD,Alaska,Bear Creek 3
SADD,Alaska,Johnsons Landing
SADD,Alaska,Beaver
SADD,Alaska,Bell Island Hot Springs
SADD,Alaska,Beluga
SADD,Alaska,Hangar Lake
SADD,Alaska,Bethel
SADD,Alaska,Bethel
SADD,Alaska,Bettles
SADD,Alaska,Vor Lake Waterlane
SADD,Alaska,Marion
SADD,Alaska,H & H Field
SADD,Alaska,West Beaver
SADD,Alaska,Horseshoe Lake
SADD,Alaska,Hoppe's
SADD,Alaska,Kucera
SADD,Alaska,Owen Field
SADD,Alaska,Kramer
SADD,Alaska,Fisher
SADD,Alaska,West Beaver
SADD,Alaska,Big Lake
SADD,Alaska,Team Levine
SADD,Alaska,Twin Lake
SADD,Alaska,Cubdivision
SADD,Alaska,Kucera Residence
SADD,Alaska,Beaver Lake
SADD,Alaska,Cowell's
SADD,Alaska,Jones Landing
SADD,Alaska,Saddleback Island
SADD,Alaska,Brown's Homestead
SADD,Alaska,Brocker Lake
SADD,Alaska,Big Mountain
SADD,Alaska,Birch Creek
SADD,Alaska,Birchwood
SADD,Alaska,Black Rapids
SADD,Alaska,Boswell Bay
SADD,Alaska,Boundary
SADD,Alaska,Brevig Mission
SADD,Alaska,Buck Creek
SADD,Alaska,Buckland
SADD,Alaska,Candle 2
SADD,Alaska,Cantwell
SADD,Alaska,Golden North Airfield
SADD,Alaska,Cape Decision Lighthouse
SADD,Alaska,Cape Lisburne Lrrs
SADD,Alaska,Cape Newenham Lrrs
SADD,Alaska,Cape Pole
SADD,Alaska,Cape Romanzof Lrrs
SADD,Alaska,Cape Sarichef
SADD,Alaska,Cape Spencer C.G.
SADD,Alaska,Central
SADD,Alaska,Chalkyitsik
SADD,Alaska,Chandalar Shelf
SADD,Alaska,Chandalar Lake
SADD,Alaska,Chatham
SADD,Alaska,Chefornak
SADD,Alaska,Chena Hot Springs
SADD,Alaska,Chenega Bay
SADD,Alaska,Chernofski Harbor
SADD,Alaska,Chevak
SADD,Alaska,Castle Mountain Airstrip
SADD,Alaska,Chicken
SADD,Alaska,Chignik Bay
SADD,Alaska,Chignik Lagoon
SADD,Alaska,Chignik
SADD,Alaska,Chignik Lake
SADD,Alaska,Chisana
SADD,Alaska,Chistochina
SADD,Alaska,Chitina
SADD,Alaska,Chuathbaluk
SADD,Alaska,Hilltop
SADD,Alaska,Circle City
SADD,Alaska,Circle Hot Springs
SADD,Alaska,Hackney Landing
SADD,Alaska,Clarks Point
SADD,Alaska,Clear
SADD,Alaska,Clear Sky Lodge
SADD,Alaska,Clearwater
SADD,Alaska,Coffman Cove
SADD,Alaska,Cold Bay
SADD,Alaska,Blinn Lake
SADD,Alaska,Port Moller
SADD,Alaska,Coldfoot
SADD,Alaska,Colorado Creek
SADD,Alaska,Quartz Creek
SADD,Alaska,Copper Center 2
SADD,Alaska,Merle K (Mudhole) Smith
SADD,Alaska,Strawberry Point
SADD,Alaska,Cordova Muni
SADD,Alaska,Council
SADD,Alaska,Craig
SADD,Alaska,El Capitan Lodge
SADD,Alaska,Craig Cg
SADD,Alaska,Crevice Creek
SADD,Alaska,Crooked Creek
SADD,Alaska,Donlin Creek
SADD,Alaska,Crosswind Lake
SADD,Alaska,Dahl Creek
SADD,Alaska,Deadhorse
SADD,Alaska,Alpine Airstrip
SADD,Alaska,Helmericks
SADD,Alaska,Badami
SADD,Alaska,Central Pad
SADD,Alaska,Point Thomson Airstrip
SADD,Alaska,Inigok
SADD,Alaska,Deering
SADD,Alaska,Allen Aaf
SADD,Alaska,Rocking T Ranch
SADD,Alaska,Delta Junction
SADD,Alaska,Delta Daves
SADD,Alaska,Remington Field
SADD,Alaska,Cherokee
SADD,Alaska,Wingsong Estates
SADD,Alaska,Arctic Angel
SADD,Alaska,Buffalo Row
SADD,Alaska,Trophy Lodge
SADD,Alaska,All West
SADD,Alaska,Pogo Mine Airstrip
SADD,Alaska,Dillingham
SADD,Alaska,Nushagak
SADD,Alaska,Shannons Pond
SADD,Alaska,Diomede
SADD,Alaska,Driftwood Bay Air Force Station
SADD,Alaska,Eagle
SADD,Alaska,Highland
SADD,Alaska,D&C Fire Lake Flying Club
SADD,Alaska,Eek
SADD,Alaska,Egegik
SADD,Alaska,Ekuk
SADD,Alaska,Ekwok
SADD,Alaska,Eldred Rock Cg
SADD,Alaska,Elfin Cove
SADD,Alaska,Elim
SADD,Alaska,Moses Point
SADD,Alaska,Ellamar
SADD,Alaska,Emmonak
SADD,Alaska,Entrance Island
SADD,Alaska,Eureka Creek
SADD,Alaska,Eva Creek
SADD,Alaska,Excursion Inlet
SADD,Alaska,Chena River
SADD,Alaska,Chena Marina
SADD,Alaska,Tundra Copter
SADD,Alaska,Lakloey Air Park
SADD,Alaska,Hardrock Field
SADD,Alaska,Skyflight
SADD,Alaska,Metro Fld
SADD,Alaska,Dalrymple's
SADD,Alaska,Moen's Ranch
SADD,Alaska,Ladd Aaf
SADD,Alaska,Blair Lake
SADD,Alaska,Clear Creek
SADD,Alaska,Gold King Creek
SADD,Alaska,Eielson Afb
SADD,Alaska,Tolovana Hot Springs
SADD,Alaska,Fairbanks Intl
SADD,Alaska,False Island
SADD,Alaska,False Pass
SADD,Alaska,Farewell
SADD,Alaska,Tin Creek
SADD,Alaska,Farewell Lake
SADD,Alaska,Feather River
SADD,Alaska,Five Finger Cg
SADD,Alaska,Flat
SADD,Alaska,Fort Yukon
SADD,Alaska,Funter Bay
SADD,Alaska,Galbraith Lake
SADD,Alaska,Edward G. Pitka Sr
SADD,Alaska,Gambell
SADD,Alaska,Girdwood
SADD,Alaska,Glacier Creek
SADD,Alaska,Golden Horn Lodge
SADD,Alaska,Golovin
SADD,Alaska,Goodnews
SADD,Alaska,Goose Bay
SADD,Alaska,Granite Mountain As
SADD,Alaska,Grayling
SADD,Alaska,Gulkana
SADD,Alaska,Jacobus Field
SADD,Alaska,Gustavus
SADD,Alaska,Haines
SADD,Alaska,18 Meadows Aerodrome
SADD,Alaska,Haines
SADD,Alaska,Upper Hannum Creek
SADD,Alaska,Hawk Inlet
SADD,Alaska,Healy River
SADD,Alaska,Era Denali
SADD,Alaska,Herendeen Bay
SADD,Alaska,Johnstone Point
SADD,Alaska,Hog River
SADD,Alaska,Hollis Clark Bay
SADD,Alaska,Holy Cross
SADD,Alaska,Homer
SADD,Alaska,Homer-Beluga Lake
SADD,Alaska,Glacierview Strip
SADD,Alaska,Camp Point
SADD,Alaska,Bootleggers Cove
SADD,Alaska,Eastland
SADD,Alaska,South Peninsula Hospital
SADD,Alaska,Bear Cove Farm
SADD,Alaska,Bradley Lake Hydroelectri Project Airstrip
SADD,Alaska,Hoonah
SADD,Alaska,Hoonah
SADD,Alaska,Hooper Bay
SADD,Alaska,Hope
SADD,Alaska,Horsfeld
SADD,Alaska,Satterbergs
SADD,Alaska,Reids Landing
SADD,Alaska,Black Spruce
SADD,Alaska,Gus Landing
SADD,Alaska,Trio Estates
SADD,Alaska,Morvro Lake
SADD,Alaska,Hughes
SADD,Alaska,Huslia
SADD,Alaska,Hydaburg
SADD,Alaska,Hyder
SADD,Alaska,Icy Bay
SADD,Alaska,Icy Cape Afs
SADD,Alaska,Igiugig
SADD,Alaska,Iliamna
SADD,Alaska,Independence Creek
SADD,Alaska,Ivanof Bay
SADD,Alaska,Jakolof Bay
SADD,Alaska,Fort Jensen
SADD,Alaska,Juneau Intl
SADD,Alaska,Alascom/Coastal Lena Point
SADD,Alaska,Barlett Regional Hospital
SADD,Alaska,Juneau Harbor
SADD,Alaska,Yankee Cove
SADD,Alaska,North Douglas
SADD,Alaska,Kake
SADD,Alaska,Kake
SADD,Alaska,Bullen Point Air Force Station
SADD,Alaska,Kalakaket Creek As
SADD,Alaska,Kalskag
SADD,Alaska,Kaltag
SADD,Alaska,Ans Hospital
SADD,Alaska,Kantishna
SADD,Alaska,Stampede
SADD,Alaska,Karluk
SADD,Alaska,Karluk Lake
SADD,Alaska,Kasaan
SADD,Alaska,Kasigluk
SADD,Alaska,Kasilof
SADD,Alaska,Encelewski Lake
SADD,Alaska,Kasitsna
SADD,Alaska,Lake Brooks
SADD,Alaska,Kenai Muni
SADD,Alaska,Drift River
SADD,Alaska,Carty's Airstrip
SADD,Alaska,Island Lake
SADD,Alaska,Doyle Estates
SADD,Alaska,Johnson
SADD,Alaska,Butler Aviation
SADD,Alaska,Joe Clouds
SADD,Alaska,Henley
SADD,Alaska,Peninsula Point Pullout
SADD,Alaska,Ketchikan /Temsco H/
SADD,Alaska,Ketchikan Intl
SADD,Alaska,Ketchikan Harbor
SADD,Alaska,Murphys Pullout
SADD,Alaska,Bob Baker Memorial
SADD,Alaska,King Cove
SADD,Alaska,King Salmon
SADD,Alaska,Kipnuk
SADD,Alaska,Kitoi Bay
SADD,Alaska,Kivalina
SADD,Alaska,Klawock
SADD,Alaska,Klawock
SADD,Alaska,Kobuk
SADD,Alaska,Kodiak Muni
SADD,Alaska,Kodiak /Lilly Lake/
SADD,Alaska,Kodiak
SADD,Alaska,Trident Basin
SADD,Alaska,Koggiung
SADD,Alaska,Kokhanok
SADD,Alaska,Koliganek
SADD,Alaska,Kongiganak
SADD,Alaska,Kotlik
SADD,Alaska,Ralph Wien Memorial
SADD,Alaska,Koyuk Alfred Adams
SADD,Alaska,Koyukuk
SADD,Alaska,Kulik Lake
SADD,Alaska,Ugnu-Kuparuk
SADD,Alaska,Pad-66
SADD,Alaska,Nikaitchuq Operations Center
SADD,Alaska,Spy Island Drill-Site
SADD,Alaska,Kvichak /Diamond J/
SADD,Alaska,Kwethluk
SADD,Alaska,Kwigillingok
SADD,Alaska,Lake Louise
SADD,Alaska,Lake Louise
SADD,Alaska,Larsen Bay
SADD,Alaska,Lawing
SADD,Alaska,Alitak
SADD,Alaska,Levelock
SADD,Alaska,Lime Village
SADD,Alaska,Livengood Camp
SADD,Alaska,Lonely As
SADD,Alaska,Long Lake
SADD,Alaska,Loring
SADD,Alaska,Mc Carthy
SADD,Alaska,Swift Creek
SADD,Alaska,Jakes Bar
SADD,Alaska,Hinkes
SADD,Alaska,Mc Grath
SADD,Alaska,Nixon Fork Mine
SADD,Alaska,Mc Grath
SADD,Alaska,Mc Kinley National Park
SADD,Alaska,Denali
SADD,Alaska,Mankomen Lake
SADD,Alaska,Manley Hot Springs
SADD,Alaska,Manokotak
SADD,Alaska,Marshall Don Hunter Sr
SADD,Alaska,May Creek
SADD,Alaska,Young Creek
SADD,Alaska,Toad Lake Strip
SADD,Alaska,Mekoryuk
SADD,Alaska,Metlakatla
SADD,Alaska,Meyers Chuck
SADD,Alaska,Middleton Island
SADD,Alaska,Minchumina
SADD,Alaska,Minto Al Wright
SADD,Alaska,Parker Lake
SADD,Alaska,Moore Creek
SADD,Alaska,Summit Lake
SADD,Alaska,Moser Bay
SADD,Alaska,Mountain Village
SADD,Alaska,Devils Mountain Lodge
SADD,Alaska,Nakeen
SADD,Alaska,Naknek
SADD,Alaska,Tibbetts
SADD,Alaska,Nancy Lake
SADD,Alaska,Nanwalek
SADD,Alaska,Dog Fish Bay
SADD,Alaska,Napaimute Pioneer Airfield
SADD,Alaska,Napakiak
SADD,Alaska,Napaskiak
SADD,Alaska,Nelson Lagoon
SADD,Alaska,Nenana Muni
SADD,Alaska,New Stuyahok
SADD,Alaska,Newtok
SADD,Alaska,Newtok
SADD,Alaska,Nightmute
SADD,Alaska,Offshore Systems-Kenai
SADD,Alaska,Mcgahan Industrial Airpark
SADD,Alaska,Nikolai
SADD,Alaska,Nikolski As
SADD,Alaska,Ninilchik
SADD,Alaska,Noatak
SADD,Alaska,Nome City Field
SADD,Alaska,Nome
SADD,Alaska,Nondalton
SADD,Alaska,Robert/Bob/Curtis Memorial
SADD,Alaska,Scotts
SADD,Alaska,Bradley Sky-Ranch
SADD,Alaska,Howards
SADD,Alaska,Airway
SADD,Alaska,Greg'n Sage
SADD,Alaska,Timber Trails
SADD,Alaska,Lakewood
SADD,Alaska,Northway
SADD,Alaska,North Whale
SADD,Alaska,Nugget Bench
SADD,Alaska,Nuiqsut
SADD,Alaska,Oooguruk Island
SADD,Alaska,Cd-3 Airstrip
SADD,Alaska,Pioneer
SADD,Alaska,Nulato
SADD,Alaska,Nunapitchuk
SADD,Alaska,Nyac
SADD,Alaska,Old Harbor
SADD,Alaska,Olga Bay
SADD,Alaska,Ophir
SADD,Alaska,Ouzinkie
SADD,Alaska,Palmer Muni
SADD,Alaska,Niklason Lake Estates
SADD,Alaska,Abi
SADD,Alaska,Downwind Landing
SADD,Alaska,Wasilla Creek Airpark
SADD,Alaska,Pat-Mar Strip
SADD,Alaska,Hunter Creek
SADD,Alaska,Shelby Strip
SADD,Alaska,Colberg
SADD,Alaska,Wolf Lake
SADD,Alaska,Cardwell Strip
SADD,Alaska,Gilmore Strip
SADD,Alaska,Grouse Ridge
SADD,Alaska,Four Corners
SADD,Alaska,Gooding Lake
SADD,Alaska,Stormy Hill
SADD,Alaska,Eagle Nest
SADD,Alaska,High Ridge Association
SADD,Alaska,Martin
SADD,Alaska,Sky Ranch At Pioneer Peak
SADD,Alaska,Walby Lake
SADD,Alaska,Finger Lake
SADD,Alaska,B & B Boys Ranch
SADD,Alaska,Butte Muni
SADD,Alaska,Grandview Subdivision
SADD,Alaska,Vinduska
SADD,Alaska,Mat-Su Rgnl Medical Center
SADD,Alaska,Paxson
SADD,Alaska,Pedro Bay
SADD,Alaska,Pelican
SADD,Alaska,Perry Island
SADD,Alaska,Perryville
SADD,Alaska,Lloyd R. Roundtree Seaplane Facility
SADD,Alaska,Petersburg James A Johnson
SADD,Alaska,Pilot Point
SADD,Alaska,Ugashik Bay
SADD,Alaska,Pilot Station
SADD,Alaska,Platinum
SADD,Alaska,Platinum Mine
SADD,Alaska,Point Baker
SADD,Alaska,Point Hope
SADD,Alaska,Point Lay Lrrs
SADD,Alaska,Sleepers Strip
SADD,Alaska,Turinsky Airstrip
SADD,Alaska,Robin's Landing
SADD,Alaska,Portage Creek
SADD,Alaska,Port Alexander
SADD,Alaska,Port Alice
SADD,Alaska,Port Alsworth
SADD,Alaska,Wilder/Natwick Llc
SADD,Alaska,Port Bailey
SADD,Alaska,Port Clarence Cgs
SADD,Alaska,Port Graham
SADD,Alaska,Port Heiden
SADD,Alaska,Port Lions
SADD,Alaska,Port Protection
SADD,Alaska,Port Walter
SADD,Alaska,Port Williams
SADD,Alaska,Prospect Creek
SADD,Alaska,Northstar
SADD,Alaska,Purkeypile
SADD,Alaska,Quail Creek
SADD,Alaska,Quartz Creek /Kougarok/
SADD,Alaska,Quinhagak
SADD,Alaska,Rainy Pass Lodge
SADD,Alaska,Rampart
SADD,Alaska,Red Devil
SADD,Alaska,Red Dog
SADD,Alaska,Ruby
SADD,Alaska,Russian Mission
SADD,Alaska,Kako
SADD,Alaska,Saginaw
SADD,Alaska,St George
SADD,Alaska,St Mary's
SADD,Alaska,St Michael
SADD,Alaska,St Paul Island
SADD,Alaska,Salmon Lake
SADD,Alaska,Sand Point
SADD,Alaska,San Juan /Uganik/
SADD,Alaska,Savoonga
SADD,Alaska,Scammon Bay
SADD,Alaska,Selawik
SADD,Alaska,Roland Norton Memorial Airstrip
SADD,Alaska,Seldovia
SADD,Alaska,Seldovia
SADD,Alaska,Seward
SADD,Alaska,Providence Seward Medical Center
SADD,Alaska,Shageluk
SADD,Alaska,Shaktoolik
SADD,Alaska,Sheep Mountain
SADD,Alaska,Sheldon Point
SADD,Alaska,Eareckson As
SADD,Alaska,Talachulitna River
SADD,Alaska,Shishmaref
SADD,Alaska,Shungnak
SADD,Alaska,Sitka Rocky Gutierrez
SADD,Alaska,Dove Island Lodge
SADD,Alaska,Sitka
SADD,Alaska,Skagway
SADD,Alaska,Skagway
SADD,Alaska,Skwentna
SADD,Alaska,Talaheim
SADD,Alaska,River John
SADD,Alaska,Duffys Tavern
SADD,Alaska,Sleetmute
SADD,Alaska,Snettisham
SADD,Alaska,Kenai River Airpark
SADD,Alaska,Gaede
SADD,Alaska,Dahler Homestead
SADD,Alaska,Dan France
SADD,Alaska,Soldotna Hospital H
SADD,Alaska,Soldotna
SADD,Alaska,Mackeys Lakes
SADD,Alaska,Moose Run Airstrip
SADD,Alaska,Bangerter Field
SADD,Alaska,Solomon State Field
SADD,Alaska,South Naknek Nr 2
SADD,Alaska,Sparrevohn Lrrs
SADD,Alaska,Squaw Harbor
SADD,Alaska,Steamboat Bay
SADD,Alaska,Stebbins
SADD,Alaska,Dutch Landing Strip
SADD,Alaska,Sterling Air Park
SADD,Alaska,Lakewood Airstrip
SADD,Alaska,Scooter's Landing Strip
SADD,Alaska,Breeden
SADD,Alaska,Alaska Airpark
SADD,Alaska,South Gasline
SADD,Alaska,Stevens Village
SADD,Alaska,Stony River 2
SADD,Alaska,Summit
SADD,Alaska,Little Susitna
SADD,Alaska,Farrars Landing
SADD,Alaska,King Ranch
SADD,Alaska,Crag Mountain
SADD,Alaska,Takotna
SADD,Alaska,Tatalina Lrrs
SADD,Alaska,Taku Harbor
SADD,Alaska,Taku Lodge
SADD,Alaska,Talkeetna
SADD,Alaska,Bald Mountain
SADD,Alaska,Songlo Vista
SADD,Alaska,Stephan Lake Lodge
SADD,Alaska,Carl's Landing
SADD,Alaska,Montana Creek
SADD,Alaska,Christiansen Lake
SADD,Alaska,Shump
SADD,Alaska,Birch Creek Landing
SADD,Alaska,Secluded Lake
SADD,Alaska,Davidson Strip
SADD,Alaska,Talkeetna Village Strip
SADD,Alaska,Tanacross
SADD,Alaska,Ralph M Calhoun Memorial
SADD,Alaska,Art Z
SADD,Alaska,Tatitlek
SADD,Alaska,Tatitna
SADD,Alaska,Taylor
SADD,Alaska,Taylor Mountain
SADD,Alaska,Tazlina
SADD,Alaska,Tazlina /Smokey Lake/
SADD,Alaska,Telida
SADD,Alaska,Teller
SADD,Alaska,Tenakee
SADD,Alaska,Tetlin
SADD,Alaska,Thompson Pass
SADD,Alaska,Thorne Bay
SADD,Alaska,Tikchik Lodge
SADD,Alaska,Tin City Lrrs
SADD,Alaska,Togiak
SADD,Alaska,Tok 2
SADD,Alaska,Sportsmens Paradise
SADD,Alaska,Tok Junction
SADD,Alaska,Tokeen
SADD,Alaska,Toksook Bay
SADD,Alaska,Tolsona Lake
SADD,Alaska,Totatlanika River
SADD,Alaska,Trading Bay Production
SADD,Alaska,Mc Kinley Country
SADD,Alaska,Rangeview Airstrip
SADD,Alaska,Era Chulitna River
SADD,Alaska,Tuluksak
SADD,Alaska,Tuntutuliak
SADD,Alaska,Tuntutuliak
SADD,Alaska,Tununak
SADD,Alaska,Naukati Bay
SADD,Alaska,Twin Hills
SADD,Alaska,Tyonek
SADD,Alaska,Nikolai Creek
SADD,Alaska,Beluga
SADD,Alaska,Ugashik
SADD,Alaska,Umiat
SADD,Alaska,Unalakleet
SADD,Alaska,Unalaska
SADD,Alaska,Indian Mountain Lrrs
SADD,Alaska,Valdez Pioneer Field
SADD,Alaska,Valdez Hospital
SADD,Alaska,Robe Lake
SADD,Alaska,Cvtc Field
SADD,Alaska,Venetie
SADD,Alaska,Victory
SADD,Alaska,Wainwright As
SADD,Alaska,Wainwright
SADD,Alaska,Wales
SADD,Alaska,Grand Home
SADD,Alaska,Gannon's Landing
SADD,Alaska,Hess
SADD,Alaska,Piper Landing
SADD,Alaska,Settlers Bay Airstrip
SADD,Alaska,Memory Lake
SADD,Alaska,Jack Fish Landing
SADD,Alaska,Visnaw Lake
SADD,Alaska,West Papoose Lake Airpark
SADD,Alaska,Wasilla Lake
SADD,Alaska,Wicker
SADD,Alaska,Boisselle's Strip
SADD,Alaska,Kalmbach
SADD,Alaska,Anderson Lake
SADD,Alaska,Bluff Park Farm
SADD,Alaska,Gattis Strip
SADD,Alaska,Lincoln Village Airpark
SADD,Alaska,Green's Strip
SADD,Alaska,Hunt Strip
SADD,Alaska,Wasilla
SADD,Alaska,Soloy Strip
SADD,Alaska,St John Homestead
SADD,Alaska,Todds Strip
SADD,Alaska,Cottonwood Lake
SADD,Alaska,Tulakes
SADD,Alaska,Rainbow Heights Estates Airstrip
SADD,Alaska,Leisurewood
SADD,Alaska,North Cubs Strip
SADD,Alaska,Cizek North
SADD,Alaska,Wolf Track
SADD,Alaska,Fairview East
SADD,Alaska,Lost Lake Spb
SADD,Alaska,Wallis Lake Spb
SADD,Alaska,Yuknis
SADD,Alaska,Seymour Lake Spb
SADD,Alaska,Penderosa
SADD,Alaska,Lawrence Airstrip
SADD,Alaska,Kalmbach Lake
SADD,Alaska,Mels
SADD,Alaska,Flyway Farm Airstrip
SADD,Alaska,Mcdonald Ridge
SADD,Alaska,Valley Flying Crown
SADD,Alaska,Jacobsen Lake
SADD,Alaska,Shawn Field
SADD,Alaska,Stro's
SADD,Alaska,Lake Lucille
SADD,Alaska,Fairview West
SADD,Alaska,Blodgett Lake
SADD,Alaska,Upper Wasilla Lake
SADD,Alaska,South Hollywood
SADD,Alaska,Niklason Lake
SADD,Alaska,Tidewater
SADD,Alaska,Island Lake
SADD,Alaska,Jolly Field
SADD,Alaska,Sunset Strip
SADD,Alaska,Huttunen Strip
SADD,Alaska,June Lake
SADD,Alaska,June Lake Airpark
SADD,Alaska,Birchwater
SADD,Alaska,Carol's
SADD,Alaska,Memory Lake
SADD,Alaska,Misty Lake
SADD,Alaska,"Valley Hospital, Wasilla"
SADD,Alaska,Waterfall
SADD,Alaska,West Point Village
SADD,Alaska,White Mountain
SADD,Alaska,Whittier
SADD,Alaska,Thomas Strip
SADD,Alaska,Willow Spb
SADD,Alaska,C.T.S.
SADD,Alaska,Shirley Lake
SADD,Alaska,Jewell
SADD,Alaska,Laub
SADD,Alaska,Kashwitna Lake
SADD,Alaska,Rustic Wilderness
SADD,Alaska,Poker Bluff
SADD,Alaska,Pan Lake Strip
SADD,Alaska,Honeybee Lake Aero Park
SADD,Alaska,Minuteman Strip
SADD,Alaska,Long Lake
SADD,Alaska,Long Lake
SADD,Alaska,Skid Marks
SADD,Alaska,Minuteman Lake
SADD,Alaska,Ernies Airstrip
SADD,Alaska,Yentna Bend Strip
SADD,Alaska,Willow
SADD,Alaska,Wiseman
SADD,Alaska,Wrangell
SADD,Alaska,Wrangell
SADD,Alaska,Yakataga
SADD,Alaska,Dry Bay
SADD,Alaska,Yakutat
SADD,Alaska,Harlequin Lake
SADD,Alaska,Situk
SADD,Alaska,Tanis Mesa
SADD,Alaska,Yakutat
SADD,Alaska,Alsek River
SADD,Alaska,East Alsek River
SADD,Alaska,Yankee Creek 2
SADD,Alaska,Yes Bay Lodge
SADD,Alaska,Coal Creek
SADD,Alabama,Abbeville Muni
SADD,Alabama,Addison Muni
SADD,Alabama,Strickland/Smalley Field
SADD,Alabama,Shelby County
SADD,Alabama,Shelby Medical Center
SADD,Alabama,Albertville Rgnl-Thomas J Brumlik Fld
SADD,Alabama,Thomas C Russell Fld
SADD,Alabama,George Downer
SADD,Alabama,South Alabama Rgnl At Bill Benton Field
SADD,Alabama,Anniston Rgnl
SADD,Alabama,Rgnl Medical Center
SADD,Alabama,Anniston Ahp (Anniston Army Depot)
SADD,Alabama,Ardmore
SADD,Alabama,Ashland/Lineville
SADD,Alabama,Clay County Hospital
SADD,Alabama,Dugger's Field
SADD,Alabama,Atmore Muni
SADD,Alabama,Auburn University Rgnl
SADD,Alabama,Bay Minette Muni
SADD,Alabama,Roy E. Ray
SADD,Alabama,Petroleum Helicopters Inc
SADD,Alabama,Bessemer
SADD,Alabama,Bessemer Carraway
SADD,Alabama,Birmingham-Shuttlesworth Intl
SADD,Alabama,Baptist Medical Center-Princeton
SADD,Alabama,Carraway Medical Center
SADD,Alabama,The Children's Hospital
SADD,Alabama,Lakeside
SADD,Alabama,University Of Alabama Hospital
SADD,Alabama,Brookwood Medical Center
SADD,Alabama,Trinty Medical Center
SADD,Alabama,Alabama Power Headquarters
SADD,Alabama,St Vincents East
SADD,Alabama,Liberty Park
SADD,Alabama,Bonham
SADD,Alabama,New Horizon
SADD,Alabama,Marshall Medical Center South
SADD,Alabama,Fricks Field
SADD,Alabama,Town & Country Airpark
SADD,Alabama,Brewton Muni
SADD,Alabama,D.W. Mcmillian Memorial Hospital
SADD,Alabama,North Jackson Nursing Home
SADD,Alabama,Butler-Choctaw County
SADD,Alabama,Camden Muni
SADD,Alabama,Flying M Ranch
SADD,Alabama,Headquarters
SADD,Alabama,Centre-Piedmont-Cherokee County Rgnl
SADD,Alabama,Bibb County
SADD,Alabama,Mc Gowin Field
SADD,Alabama,Roy Wilcox
SADD,Alabama,Hawthorn Pines
SADD,Alabama,Silcox Memorial
SADD,Alabama,Chilton County
SADD,Alabama,Ware Island
SADD,Alabama,Clayton Muni
SADD,Alabama,Tri-L Acres Airpark
SADD,Alabama,Meadwestvaco (Mwv) Prg
SADD,Alabama,Courtland
SADD,Alabama,Flying C's Plantation
SADD,Alabama,Mark Reynolds/North Mobile County
SADD,Alabama,Cullman Rgnl-Folsom Field
SADD,Alabama,Cullman Rgnl Medical Center
SADD,Alabama,Lake Martin Community Hospital
SADD,Alabama,Med Flight 2
SADD,Alabama,Dauphin Island
SADD,Alabama,Pryor Field Rgnl
SADD,Alabama,Decatur General Hospital
SADD,Alabama,Demopolis Muni
SADD,Alabama,Bryan W. Whitfield Memorial Hospital
SADD,Alabama,Southeast Alabama Medical Center
SADD,Alabama,Flowers Hospital
SADD,Alabama,Dothan Rgnl
SADD,Alabama,Blueberry Hill
SADD,Alabama,Double Springs-Winston County
SADD,Alabama,Carl Folsom
SADD,Alabama,Horak
SADD,Alabama,Perdido Winds Airpark
SADD,Alabama,Shields
SADD,Alabama,Enterprise Muni
SADD,Alabama,Weedon Field
SADD,Alabama,Eutaw Muni
SADD,Alabama,Middleton Field
SADD,Alabama,Hospital Pad
SADD,Alabama,H L Sonny Callahan
SADD,Alabama,Klumpp
SADD,Alabama,Fish River
SADD,Alabama,Richard Arthur Field
SADD,Alabama,Fayette Medical Center
SADD,Alabama,Leon's Landing
SADD,Alabama,Flat Rock Community Club
SADD,Alabama,Flomaton
SADD,Alabama,Florala Muni
SADD,Alabama,Shoals Creek
SADD,Alabama,Eliza Coffee Memorial Hospital
SADD,Alabama,Wilson Creek
SADD,Alabama,Resort
SADD,Alabama,Styron
SADD,Alabama,Bass Field
SADD,Alabama,Foley Hospital
SADD,Alabama,Foley Muni
SADD,Alabama,Barin Nolf
SADD,Alabama,Fort Deposit-Lowndes County
SADD,Alabama,Flying J Ranch
SADD,Alabama,Isbell Field
SADD,Alabama,Dekalb Rgnl Medical Center
SADD,Alabama,Cairns Aaf (Fort Rucker)
SADD,Alabama,Hanchey Ahp (Fort Rucker)
SADD,Alabama,Lowe Ahp (Fort Rucker)
SADD,Alabama,Knox Ahp
SADD,Alabama,Shell Ahp
SADD,Alabama,Toth Stagefield Ahp
SADD,Alabama,Lucas Ahp
SADD,Alabama,Allen Stagefield Ahp
SADD,Alabama,Brown Stagefield Ahp
SADD,Alabama,Ech Stagefield Ahp
SADD,Alabama,Goldberg Stagefield Ahp
SADD,Alabama,Hatch Stagefield Ahp
